event_type,level,trigger,description,file,line
ConversationEvents.SESSION_CREATED,WARNING,src/muxi/formation/agents/knowledge/handler.py:645,No knowledge sources configured for agent,src/muxi/formation/agents/knowledge/handler.py,645
ConversationEvents.SESSION_CREATED,WARNING,src/muxi/formation/agents/knowledge/handler.py:653,No knowledge sources configured for agent,src/muxi/formation/agents/knowledge/handler.py,653
ConversationEvents.SOP_EXECUTED,INFO,src/muxi/formation/overlord/overlord.py:7269,Passed SOP '{relevant_sop['name']}' to decomposer in {mode} mode,src/muxi/formation/overlord/overlord.py,7269
ConversationEvents.SOP_MATCHED,INFO,src/muxi/formation/overlord/overlord.py:998,Matched SOP '{relevant_sop['name']}' for request,src/muxi/formation/overlord/overlord.py,998
ConversationEvents.SOP_MATCHED,WARNING,src/muxi/formation/overlord/overlord.py:6438,Explicit SOP request '{sop_id}' could not be fulfilled,src/muxi/formation/overlord/overlord.py,6438
ConversationEvents.WEBHOOK_FAILED,DEBUG,src/muxi/formation/background/webhook_manager.py:216,Webhook retry with exponential backoff,src/muxi/formation/background/webhook_manager.py,216
ConversationEvents.WEBHOOK_FAILED,DEBUG,src/muxi/formation/background/webhook_manager.py:475,Webhook retry with exponential backoff,src/muxi/formation/background/webhook_manager.py,475
ConversationEvents.WEBHOOK_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:5129,Webhook delivery failed for request {request_id},src/muxi/formation/overlord/overlord.py,5129
ConversationEvents.WEBHOOK_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:5210,Webhook delivery failed for async request {request_id},src/muxi/formation/overlord/overlord.py,5210
ConversationEvents.WEBHOOK_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:5139,"Request {request_id}: No webhook URL configured, skipping notification",src/muxi/formation/overlord/overlord.py,5139
ConversationEvents.WEBHOOK_SENT,INFO,src/muxi/formation/overlord/overlord.py:5095,Starting webhook delivery for request {request_id},src/muxi/formation/overlord/overlord.py,5095
ConversationEvents.WEBHOOK_SENT,INFO,src/muxi/formation/overlord/overlord.py:5118,Webhook delivered successfully for request {request_id},src/muxi/formation/overlord/overlord.py,5118
ConversationEvents.WORKFLOW_ANALYSIS_FAILED,ERROR,src/muxi/formation/workflow/analyzer.py:103,"Workflow request analysis failed, using fallback",src/muxi/formation/workflow/analyzer.py,103
ConversationEvents.WORKFLOW_ANALYSIS_FAILED,ERROR,src/muxi/formation/workflow/analyzer.py:421,"LLM-based workflow analysis failed, using fallback",src/muxi/formation/workflow/analyzer.py,421
ConversationEvents.WORKFLOW_DECOMPOSITION_COMPLETED,INFO,src/muxi/formation/workflow/decomposer.py:91,NO DESCRIPTION,src/muxi/formation/workflow/decomposer.py,91
ConversationEvents.WORKFLOW_DECOMPOSITION_COMPLETED,INFO,src/muxi/formation/workflow/decomposer.py:1061,Fixed circular dependencies in workflow {workflow.id},src/muxi/formation/workflow/decomposer.py,1061
ConversationEvents.WORKFLOW_DECOMPOSITION_COMPLETED,INFO,src/muxi/formation/workflow/decomposer.py:1119,Modified workflow {workflow.id} using LLM,src/muxi/formation/workflow/decomposer.py,1119
ConversationEvents.WORKFLOW_DECOMPOSITION_COMPLETED,INFO,src/muxi/formation/workflow/decomposer.py:1144,Modified workflow {workflow.id} using heuristic approach,src/muxi/formation/workflow/decomposer.py,1144
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:108,"Workflow decomposition failed, using fallback workflow",src/muxi/formation/workflow/decomposer.py,108
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:158,"Workflow modification failed, returning original",src/muxi/formation/workflow/decomposer.py,158
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:656,"LLM decomposition failed, using heuristic fallback",src/muxi/formation/workflow/decomposer.py,656
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:871,"LLM plan preview generation failed, using heuristic",src/muxi/formation/workflow/decomposer.py,871
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:945,Heuristic plan preview generation failed,src/muxi/formation/workflow/decomposer.py,945
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,ERROR,src/muxi/formation/workflow/decomposer.py:1028,"Workflow validation failed, returning unvalidated workflow",src/muxi/formation/workflow/decomposer.py,1028
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:629,"Failed to parse individual task block, skipping",src/muxi/formation/workflow/decomposer.py,629
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:730,Failed to parse task from block,src/muxi/formation/workflow/decomposer.py,730
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:998,"Workflow contains cycles, attempting to fix",src/muxi/formation/workflow/decomposer.py,998
ConversationEvents.WORKFLOW_DECOMPOSITION_FAILED,WARNING,src/muxi/formation/workflow/decomposer.py:1013,Failed to build execution phases for workflow,src/muxi/formation/workflow/decomposer.py,1013
ConversationEvents.WORKFLOW_EXECUTION_COMPLETED,INFO,src/muxi/formation/workflow/executor.py:249,Workflow {workflow.id} completed with status {workflow.status.value},src/muxi/formation/workflow/executor.py,249
ConversationEvents.WORKFLOW_EXECUTION_FAILED,ERROR,src/muxi/formation/workflow/executor.py:1628,Workflow completion callback failed,src/muxi/formation/workflow/executor.py,1628
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:195,Starting workflow {workflow.id} execution with {len(phases)} phases,src/muxi/formation/workflow/executor.py,195
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:208,Executing phase {phase_num}/{len(phases)} with {len(task_ids)} tasks,src/muxi/formation/workflow/executor.py,208
ConversationEvents.WORKFLOW_EXECUTION_STARTED,INFO,src/muxi/formation/workflow/executor.py:1784,NO DESCRIPTION,src/muxi/formation/workflow/executor.py,1784
ConversationEvents.WORKFLOW_TASK_ASSIGNED,INFO,src/muxi/formation/workflow/executor.py:753,Task '{task.name}' assigned to agent '{agent.agent_id}',src/muxi/formation/workflow/executor.py,753
ConversationEvents.WORKFLOW_TASK_COMPLETED,INFO,src/muxi/formation/workflow/executor.py:804,Task '{task.name}' completed by agent '{task.assigned_agent_id}',src/muxi/formation/workflow/executor.py,804
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,ERROR,src/muxi/formation/agents/agent.py:3664,Failed to handle A2A message: {e},src/muxi/formation/agents/agent.py,3664
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,ERROR,src/muxi/services/a2a/client.py:95,Failed to initialize A2A SDK client: {e},src/muxi/services/a2a/client.py,95
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/agents/agent.py:220,Failed to register agent with A2A service: {str(e)},src/muxi/formation/agents/agent.py,220
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/agents/agent.py:3011,Detected A2A loop - stopping delegation,src/muxi/formation/agents/agent.py,3011
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/agents/agent.py:3287,Failed to request A2A assistance: {str(e)},src/muxi/formation/agents/agent.py,3287
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/agents/agent.py:3349,Failed to get available agents for planning: {str(e)},src/muxi/formation/agents/agent.py,3349
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:1231,NO DESCRIPTION,src/muxi/formation/overlord/overlord.py,1231
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:2745,Failed to initialize A2A ClientFactory: {str(e)},src/muxi/formation/overlord/overlord.py,2745
ErrorEvents.A2A_MESSAGE_HANDLING_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:3342,Failed to deregister agent {agent_id} from external registry: {str(e)},src/muxi/formation/overlord/overlord.py,3342
ErrorEvents.AGENT_CREATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:3165,Failed to add agent '{agent_id}' to overlord: {str(e)},src/muxi/formation/overlord/overlord.py,3165
ErrorEvents.ARTIFACT_FIELD_MISSING,WARNING,src/muxi/formation/artifacts/extractor.py:224,generate_file result missing both artifact and file_path fields,src/muxi/formation/artifacts/extractor.py,224
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:82,Failed to initialize A2A inbound authenticator: {str(e)},src/muxi/services/a2a/auth/inbound.py,82
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:131,Failed to initialize A2A inbound credentials: {str(e)},src/muxi/services/a2a/auth/inbound.py,131
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:353,Failed to load credentials for {client_id}: {str(e)},src/muxi/services/a2a/auth/inbound.py,353
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:376,Failed to load credentials from secrets: {str(e)},src/muxi/services/a2a/auth/inbound.py,376
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:400,Failed to get secret {secret_name}: {str(e)},src/muxi/services/a2a/auth/inbound.py,400
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:432,Failed to get secret {secret_name}: {str(e)},src/muxi/services/a2a/auth/inbound.py,432
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:509,Failed to add client credential for {client_id}: {str(e)},src/muxi/services/a2a/auth/inbound.py,509
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:612,A2A inbound authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,612
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:650,API key authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,650
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:693,Bearer token authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,693
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/inbound.py:745,Basic authentication error: {str(e)},src/muxi/services/a2a/auth/inbound.py,745
ErrorEvents.AUTHENTICATION_FAILED,ERROR,src/muxi/services/a2a/auth/outbound.py:343,Failed to load single A2A credential,src/muxi/services/a2a/auth/outbound.py,343
ErrorEvents.CIRCUIT_BREAKER_FALLBACK_FAILED,ERROR,src/muxi/formation/resilience/circuit_breaker.py:161,Circuit breaker '{self.name}' fallback execution failed: {str(e)},src/muxi/formation/resilience/circuit_breaker.py,161
ErrorEvents.CONFIGURATION_ERROR,DEBUG,src/muxi/formation/overlord/overlord.py:558,Could not extract text model for extraction: {str(e)},src/muxi/formation/overlord/overlord.py,558
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/formation.py:400,Failed to initialize SecretsManager: {str(e)},src/muxi/formation/formation.py,400
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/formation.py:1220,Unexpected error loading prompts: {e},src/muxi/formation/formation.py,1220
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:1174,NO DESCRIPTION,src/muxi/formation/overlord/overlord.py,1174
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3210,Task decomposer has unexpected structure: {str(e)},src/muxi/formation/overlord/overlord.py,3210
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3250,Workflow executor has unexpected structure: {str(e)},src/muxi/formation/overlord/overlord.py,3250
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/services/a2a/registry_client.py:443,Registry {registry_url} is unreachable (strict mode),src/muxi/services/a2a/registry_client.py,443
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/services/a2a/registry_client.py:502,Registry {registry_url} still unreachable after {retry_timeout_seconds}s,src/muxi/services/a2a/registry_client.py,502
ErrorEvents.CONFIGURATION_ERROR,ERROR,src/muxi/utils/run_formation.py:192,Failed to load formation configuration: {e},src/muxi/utils/run_formation.py,192
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/formation.py:741,Failed to load agent file {agent_file}: {e},src/muxi/formation/formation.py,741
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/formation.py:789,Failed to load A2A file {a2a_file}: {e},src/muxi/formation/formation.py,789
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/initialization.py:708,"Failed to initialize clarification config, using defaults: {str(e)}",src/muxi/formation/initialization.py,708
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:452,Expected text model in formation config but not found,src/muxi/formation/overlord/overlord.py,452
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:460,Error extracting text model from config: {str(e)},src/muxi/formation/overlord/overlord.py,460
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:1940,"Failed to load persona file, using fallback",src/muxi/formation/overlord/overlord.py,1940
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/services/a2a/auth/inbound.py:166,Failed to parse A2A_INBOUND_CREDENTIALS: {str(e)},src/muxi/services/a2a/auth/inbound.py,166
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/services/a2a/auth/inbound.py:188,Failed to load config from {config_path}: {str(e)},src/muxi/services/a2a/auth/inbound.py,188
ErrorEvents.CONNECTION_REFUSED,ERROR,src/muxi/services/mcp/reconnect_handler.py:117,Failed to connect to MCP server '{name}' after retries,src/muxi/services/mcp/reconnect_handler.py,117
ErrorEvents.CONNECTION_TIMEOUT,ERROR,src/muxi/services/mcp/reconnect_handler.py:354,Failed to list tools from MCP server '{self.name}' after retries,src/muxi/services/mcp/reconnect_handler.py,354
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:99,NO DESCRIPTION,src/muxi/formation/workflow/executor.py,99
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:1541,NO DESCRIPTION,src/muxi/formation/workflow/executor.py,1541
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:250,Failed to create pgvector extension (may not be needed),src/muxi/services/db.py,250
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:352,Failed to create pgvector extension for async engine (may not be needed),src/muxi/services/db.py,352
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/memory/long_term.py:258,Failed to create pgvector extension: {e},src/muxi/services/memory/long_term.py,258
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:832,Long-term memory search failed: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,832
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:237,Failed to create scheduled job: {e},src/muxi/services/scheduler/manager.py,237
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:271,Failed to get active jobs: {e},src/muxi/services/scheduler/manager.py,271
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:304,Failed to get user jobs: {e},src/muxi/services/scheduler/manager.py,304
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:361,Failed to get all jobs: {e},src/muxi/services/scheduler/manager.py,361
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:393,Failed to get job: {e},src/muxi/services/scheduler/manager.py,393
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:419,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,419
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:472,Failed to pause job: {e},src/muxi/services/scheduler/manager.py,472
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:524,Failed to resume job: {e},src/muxi/services/scheduler/manager.py,524
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:585,Failed to complete one-time job: {e},src/muxi/services/scheduler/manager.py,585
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:630,Failed to delete job: {e},src/muxi/services/scheduler/manager.py,630
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:660,Failed to mark execution start: {e},src/muxi/services/scheduler/manager.py,660
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:703,Failed to mark execution success: {e},src/muxi/services/scheduler/manager.py,703
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:749,Failed to mark execution failure: {e},src/muxi/services/scheduler/manager.py,749
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:773,Failed to get consecutive failures: {e},src/muxi/services/scheduler/manager.py,773
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:805,Failed to update job metadata: {e},src/muxi/services/scheduler/manager.py,805
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:855,Failed to get job statistics: {e},src/muxi/services/scheduler/manager.py,855
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:914,Failed to get job audit trail: {e},src/muxi/services/scheduler/manager.py,914
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:943,Failed to get user audit trail: {e},src/muxi/services/scheduler/manager.py,943
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:974,Failed to get recent audit trail: {e},src/muxi/services/scheduler/manager.py,974
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1007,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,1007
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1050,Failed to get active jobs batch: {e},src/muxi/services/scheduler/manager.py,1050
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1118,Failed to cleanup old jobs: {e},src/muxi/services/scheduler/manager.py,1118
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/formation.py:2748,Failed to dispose database engine: {db_error},src/muxi/formation/formation.py,2748
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:3729,Failed to add content to long-term memory: {str(e)},src/muxi/formation/overlord/overlord.py,3729
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/services/scheduler/manager.py:886,Failed to audit job action: {e},src/muxi/services/scheduler/manager.py,886
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/formation/initialization.py:482,Failed to create database tables: {str(e)},src/muxi/formation/initialization.py,482
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:407,Failed to create database tables: {e},src/muxi/services/db.py,407
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:457,Failed to create database tables (async): {e},src/muxi/services/db.py,457
ErrorEvents.DEPENDENCY_ERROR,ERROR,src/muxi/utils/run_formation.py:122,Formation dependency validation failed: {e},src/muxi/utils/run_formation.py,122
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/agents/knowledge/base.py:263,Error processing file {os.path.basename(file_path)},src/muxi/formation/agents/knowledge/base.py,263
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:453,Failed to select relevant contexts using LLM,src/muxi/formation/documents/workflow/context_preserver.py,453
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:537,Failed to save conversation contexts to storage,src/muxi/formation/documents/workflow/context_preserver.py,537
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:583,Failed to save context snapshots to storage,src/muxi/formation/documents/workflow/context_preserver.py,583
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:642,Failed to load context data from storage,src/muxi/formation/documents/workflow/context_preserver.py,642
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:267,Failed to save document references to storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,267
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:304,Failed to load document references from storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,304
ErrorEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/agents/agent.py:1459,Failed to extract artifacts in planning: {e},src/muxi/formation/agents/agent.py,1459
ErrorEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/agents/agent.py:2122,Failed to extract artifacts: {e},src/muxi/formation/agents/agent.py,2122
ErrorEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/initialization.py:511,Failed to initialize document processing: {str(e)},src/muxi/formation/initialization.py,511
ErrorEvents.DOCUMENT_PROCESSING_FAILED,WARNING,src/muxi/formation/initialization.py:743,Failed to initialize document processing config: {str(e)},src/muxi/formation/initialization.py,743
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:379,Failed to generate embeddings,src/muxi/formation/agents/knowledge/handler.py,379
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:831,Failed to generate embeddings for file,src/muxi/formation/agents/knowledge/handler.py,831
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,ERROR,src/muxi/formation/workflow/sops.py:684,Failed to generate embedding for SOP: {sop_id},src/muxi/formation/workflow/sops.py,684
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/agents/agent.py:270,Failed to generate embedding for text in batch,src/muxi/formation/agents/agent.py,270
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:395,Skipping chunk due to missing embedding,src/muxi/formation/agents/knowledge/handler.py,395
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:844,Skipping chunk due to missing embedding,src/muxi/formation/agents/knowledge/handler.py,844
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/initialization.py:855,Failed to initialize embedding model for buffer memory: {str(e)},src/muxi/formation/initialization.py,855
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/initialization.py:908,Failed to create embedding model '{embedding_model_name}': {str(e)},src/muxi/formation/initialization.py,908
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/initialization.py:922,Failed to initialize default embedding model: {str(e2)},src/muxi/formation/initialization.py,922
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/formation/initialization.py:933,Failed to initialize default embedding model: {str(e)},src/muxi/formation/initialization.py,933
ErrorEvents.EMBEDDINGS_GENERATION_FAILED,WARNING,src/muxi/services/memory/working.py:657,Failed to generate query embedding for working memory search,src/muxi/services/memory/working.py,657
ErrorEvents.FALLBACK_EXECUTION_FAILED,ERROR,src/muxi/formation/resilience/fallback_manager.py:78,Fallback execution failed for workflow '{workflow}': {str(fallback_error)},src/muxi/formation/resilience/fallback_manager.py,78
ErrorEvents.FORMATION_INITIALIZATION_FAILED,ERROR,src/muxi/formation/formation.py:1212,Formation initialization failed: {e},src/muxi/formation/formation.py,1212
ErrorEvents.FORMATION_INITIALIZATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:2257,No formation instance found during buffer memory initialization,src/muxi/formation/overlord/overlord.py,2257
ErrorEvents.FORMATION_INITIALIZATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:2278,No formation instance found during persistent memory initialization,src/muxi/formation/overlord/overlord.py,2278
ErrorEvents.GENERIC_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:4098,MarkItDown conversion failed for {filename}: {e},src/muxi/formation/overlord/overlord.py,4098
ErrorEvents.INTERNAL_ERROR,DEBUG,src/muxi/services/llm/llm.py:308,"MIME type detection failed, using fallback",src/muxi/services/llm/llm.py,308
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/knowledge/handler.py:725,Failed to create KnowledgeHandler from agent config,src/muxi/formation/agents/knowledge/handler.py,725
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:615,Failed to initialize artifact service: {str(e)},src/muxi/formation/initialization.py,615
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/memory/extraction_coordinator.py:122,Failed to extract data from conversation,src/muxi/formation/memory/extraction_coordinator.py,122
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:1027,Failed to extract user information: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,1027
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3670,Coordinator call failed: {coord_error},src/muxi/formation/overlord/overlord.py,3670
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5152,Error in async request {request_id}: {type(e).__name__}: {str(e)},src/muxi/formation/overlord/overlord.py,5152
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5535,Failed to store credential: {str(e)},src/muxi/formation/overlord/overlord.py,5535
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5693,Failed to process credential selection: {str(e)},src/muxi/formation/overlord/overlord.py,5693
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5949,Failed to process workflow approval: {str(e)},src/muxi/formation/overlord/overlord.py,5949
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:7441,Failed to process workflow: {str(e)},src/muxi/formation/overlord/overlord.py,7441
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:9280,Failed to generate credential clarification: {str(e)},src/muxi/formation/overlord/overlord.py,9280
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:9388,Failed to process credential clarification response: {str(e)},src/muxi/formation/overlord/overlord.py,9388
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/resilience/error_classifier.py:238,"Error classification failed, using fallback",src/muxi/formation/resilience/error_classifier.py,238
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/resilience/fallback_manager.py:269,Fallback cache cleanup failed: {str(cache_error)},src/muxi/formation/resilience/fallback_manager.py,269
